Generation,Fitness function uses,Best fitness,Average fitness,Median fitness,Worst Fitness,Population size,Std Population,Predicted class 1,Probability 1,Predicted class 2,Probability 2,Predicted class 3,Probability 3,Predicted class 4,Probability 4,Predicted class 5,Probability 5,crossover_function,selection_function,tournament_size,mutation_function,mutation_rate,mutation_variance
1,20,0.4536694288253784,0.42429718375205994,0.4307624399662018,0.3517962098121643,10,121.01857936257126,red_fox,0.5480368733406067,grey_fox,0.1706414371728897,kit_fox,0.10978458821773529,Arctic_fox,0.0038879236672073603,red_wolf,0.002219211542978883,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
2,30,0.490975022315979,0.44181323051452637,0.4369162321090698,0.4209916591644287,10,98.55693338429374,red_fox,0.5107383728027344,grey_fox,0.20653167366981506,kit_fox,0.10169679671525955,Arctic_fox,0.00656786747276783,red_wolf,0.0023725288920104504,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
3,40,0.49098658561706543,0.45676058530807495,0.4496757984161377,0.4344024062156677,10,94.44760759798844,red_fox,0.5107387900352478,grey_fox,0.2066687047481537,kit_fox,0.10461355745792389,Arctic_fox,0.0064727854914963245,red_wolf,0.002341757994145155,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
4,50,0.4946514368057251,0.4735046327114105,0.4729863703250885,0.4498024582862854,10,66.43393268470972,red_fox,0.507222056388855,grey_fox,0.21268954873085022,kit_fox,0.09950251132249832,Arctic_fox,0.006707096006721258,red_wolf,0.0025125625543296337,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
5,60,0.5129836201667786,0.4866166114807129,0.48696839809417725,0.46378326416015625,10,34.48620314056442,red_fox,0.4887380599975586,grey_fox,0.21481159329414368,kit_fox,0.10089782625436783,Arctic_fox,0.00591685576364398,red_wolf,0.002778364112600684,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
6,70,0.5005991458892822,0.48830628395080566,0.48964571952819824,0.4659290909767151,10,34.653862586896636,red_fox,0.5011396408081055,grey_fox,0.2088060826063156,kit_fox,0.10574756562709808,Arctic_fox,0.006197827868163586,red_wolf,0.002533740596845746,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
7,80,0.49754565954208374,0.4877801835536957,0.48918041586875916,0.4725084900856018,10,37.7945609245106,red_fox,0.5041462182998657,grey_fox,0.20805276930332184,kit_fox,0.1057162657380104,Arctic_fox,0.006183605641126633,red_wolf,0.0024990104138851166,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
8,90,0.501416027545929,0.49393486976623535,0.49471598863601685,0.48568183183670044,10,22.663769951521264,red_fox,0.5005615949630737,grey_fox,0.2173592895269394,kit_fox,0.09793703258037567,Arctic_fox,0.006788876838982105,red_wolf,0.002556683961302042,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
9,100,0.5089993476867676,0.49808138608932495,0.49826711416244507,0.4880850911140442,10,23.59413831320868,red_fox,0.4928278923034668,grey_fox,0.22123019397258759,kit_fox,0.1017177551984787,Arctic_fox,0.006613004487007856,red_wolf,0.0024912403896450996,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
10,110,0.5239243507385254,0.5054733157157898,0.5005570650100708,0.49642103910446167,10,23.837291953022774,red_fox,0.4777877926826477,grey_fox,0.21981914341449738,kit_fox,0.10959479212760925,Arctic_fox,0.0067365444265306,red_wolf,0.0024000927805900574,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
11,120,0.5342523455619812,0.5183500051498413,0.5174433588981628,0.5069549679756165,10,22.94692942286768,red_fox,0.4674820303916931,grey_fox,0.23390814661979675,kit_fox,0.10899505019187927,Arctic_fox,0.0067266193218529224,red_wolf,0.002548223128542304,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
12,130,0.5377374887466431,0.5253929495811462,0.5256545543670654,0.5124820470809937,10,23.6479108278007,red_fox,0.4641013741493225,grey_fox,0.2351241409778595,kit_fox,0.10869266092777252,Arctic_fox,0.006811914034187794,red_wolf,0.0025877533480525017,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
13,140,0.5478827953338623,0.533174991607666,0.5360544919967651,0.5076209306716919,10,19.215715642622595,red_fox,0.45399734377861023,grey_fox,0.23686829209327698,kit_fox,0.11136967688798904,Arctic_fox,0.00683544622734189,red_wolf,0.002721240743994713,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
14,150,0.5496745705604553,0.5400151014328003,0.5401612520217896,0.5302859544754028,10,18.215613325061213,red_fox,0.4520736336708069,grey_fox,0.24777083098888397,kit_fox,0.10731762647628784,Arctic_fox,0.0069841002114117146,red_wolf,0.0024535232223570347,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
15,160,0.5485427975654602,0.539426326751709,0.5399075746536255,0.5278096795082092,10,19.531780403210572,red_fox,0.4532826840877533,grey_fox,0.23979464173316956,kit_fox,0.10918530076742172,Arctic_fox,0.006932542659342289,red_wolf,0.0025277724489569664,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
16,170,0.5483888387680054,0.5422914624214172,0.5421963930130005,0.5362502336502075,10,19.458371157438272,red_fox,0.4534951448440552,grey_fox,0.23701290786266327,kit_fox,0.1142720878124237,Arctic_fox,0.006794231478124857,red_wolf,0.002573620527982712,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
17,180,0.5588556528091431,0.5470609664916992,0.5462208986282349,0.5345475673675537,10,21.820270055338955,red_fox,0.4431299567222595,grey_fox,0.25933343172073364,kit_fox,0.10419157892465591,Arctic_fox,0.006158888805657625,red_wolf,0.0028452530968934298,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
18,190,0.566489040851593,0.5567900538444519,0.5582872629165649,0.539402186870575,10,21.227940668656146,red_fox,0.435472697019577,grey_fox,0.24209094047546387,kit_fox,0.11853177845478058,Arctic_fox,0.006981487385928631,red_wolf,0.002631252631545067,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
19,200,0.5744261741638184,0.5573821663856506,0.5568357706069946,0.5498281121253967,10,24.119692289000078,red_fox,0.4275655746459961,grey_fox,0.25176161527633667,kit_fox,0.11591355502605438,Arctic_fox,0.00741786090657115,red_wolf,0.0027378678787499666,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
20,210,0.5813542604446411,0.5667490363121033,0.5679353475570679,0.5526019334793091,10,24.07142214641276,red_fox,0.42067500948905945,grey_fox,0.2592822015285492,kit_fox,0.11232424527406693,Arctic_fox,0.00735966581851244,red_wolf,0.0028552801813930273,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
21,220,0.5833227634429932,0.5676953196525574,0.5689560174942017,0.5478086471557617,10,21.89237979180992,red_fox,0.41854459047317505,grey_fox,0.2586444914340973,kit_fox,0.11393268406391144,Arctic_fox,0.007289709523320198,red_wolf,0.002792682033032179,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
22,230,0.5780632495880127,0.5712409019470215,0.5735876560211182,0.5444731712341309,10,20.669548184703327,red_fox,0.4237779378890991,grey_fox,0.25573524832725525,kit_fox,0.11708647757768631,Arctic_fox,0.007745082024484873,red_wolf,0.0025400924496352673,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
23,240,0.596652090549469,0.5742467641830444,0.5739597082138062,0.553596019744873,10,22.364577192136263,red_fox,0.4052460491657257,grey_fox,0.2614109516143799,kit_fox,0.13137055933475494,Arctic_fox,0.007295942399650812,red_wolf,0.0026797750033438206,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
24,250,0.6032251119613647,0.5818930864334106,0.5820863842964172,0.5606427192687988,10,23.464525865858494,red_fox,0.3987361192703247,grey_fox,0.26141026616096497,kit_fox,0.1307559311389923,Arctic_fox,0.007668477948755026,red_wolf,0.002673816168680787,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
25,260,0.6020114421844482,0.5925350189208984,0.5935819149017334,0.582633376121521,10,20.175437443272777,red_fox,0.39989230036735535,grey_fox,0.2594277858734131,kit_fox,0.13251076638698578,Arctic_fox,0.007530828472226858,red_wolf,0.0026283212937414646,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
26,270,0.6111749410629272,0.6015431880950928,0.6046873331069946,0.5820536613464355,10,18.00924766292376,red_fox,0.3908501863479614,grey_fox,0.266518235206604,kit_fox,0.13025717437267303,Arctic_fox,0.007920053787529469,red_wolf,0.0028187879361212254,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
27,280,0.6162735223770142,0.6073842644691467,0.6062020063400269,0.5981305241584778,10,19.01688914924393,red_fox,0.38584068417549133,grey_fox,0.2717798054218292,kit_fox,0.12166590243577957,Arctic_fox,0.008622914552688599,red_wolf,0.002931342925876379,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
28,290,0.6244186162948608,0.6103131771087646,0.6131618022918701,0.5900865197181702,10,20.466984001187427,red_fox,0.37757861614227295,grey_fox,0.2775340676307678,kit_fox,0.13335902988910675,Arctic_fox,0.008125444874167442,red_wolf,0.002766613382846117,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
29,300,0.6346909999847412,0.6208658814430237,0.6191858053207397,0.6143456697463989,10,19.19445470733605,red_fox,0.3673161268234253,grey_fox,0.2898654639720917,kit_fox,0.12790963053703308,Arctic_fox,0.008151823654770851,red_wolf,0.0028906352818012238,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
30,310,0.6437817215919495,0.6238331198692322,0.621821403503418,0.604415774345398,10,19.137645416170578,red_fox,0.35823187232017517,grey_fox,0.29239845275878906,kit_fox,0.13006055355072021,Arctic_fox,0.007806247565895319,red_wolf,0.002890306059271097,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
31,320,0.6510790586471558,0.6289472579956055,0.6286100149154663,0.594582200050354,10,22.021058101905307,red_fox,0.3510177731513977,grey_fox,0.29842913150787354,kit_fox,0.12622283399105072,Arctic_fox,0.007752498146146536,red_wolf,0.0028700153343379498,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
32,330,0.6590346097946167,0.6385551691055298,0.6405228972434998,0.6200792789459229,10,20.566755926318617,red_fox,0.3430306911468506,grey_fox,0.295986145734787,kit_fox,0.12775351107120514,Arctic_fox,0.00797471683472395,red_wolf,0.002874430501833558,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
33,340,0.66427081823349,0.6452251672744751,0.642109215259552,0.6337089538574219,10,18.590799594333742,red_fox,0.3378458619117737,grey_fox,0.31014084815979004,kit_fox,0.12014289945363998,Arctic_fox,0.008291177451610565,red_wolf,0.0030097400303930044,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
34,350,0.6640594005584717,0.6522120237350464,0.6538137793540955,0.6382364630699158,10,18.933104405755255,red_fox,0.33804431557655334,grey_fox,0.3040839731693268,kit_fox,0.12013192474842072,Arctic_fox,0.008433585986495018,red_wolf,0.0029455095063894987,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
35,360,0.6585426926612854,0.6492761373519897,0.6508229970932007,0.6377015113830566,10,16.539363531161065,red_fox,0.343548446893692,grey_fox,0.3002060353755951,kit_fox,0.11812901496887207,Arctic_fox,0.008444714359939098,red_wolf,0.0029033918399363756,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
36,370,0.6587474346160889,0.650176465511322,0.648868978023529,0.641951322555542,10,17.773804130460736,red_fox,0.3432486951351166,grey_fox,0.3062690496444702,kit_fox,0.12243642657995224,Arctic_fox,0.007902317680418491,red_wolf,0.003018538001924753,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
37,380,0.673513650894165,0.6537454128265381,0.654676079750061,0.6341971158981323,10,18.97986292685645,red_fox,0.32839730381965637,grey_fox,0.326241672039032,kit_fox,0.1232760027050972,Arctic_fox,0.007758125197142363,red_wolf,0.0027844440191984177,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
38,390,0.6717948317527771,0.6593935489654541,0.6607920527458191,0.6453537344932556,10,19.20072154054535,red_fox,0.33009520173072815,grey_fox,0.32040196657180786,kit_fox,0.12542150914669037,Arctic_fox,0.007629127241671085,red_wolf,0.0028595635667443275,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
39,400,0.6732882261276245,0.6610579490661621,0.6621112823486328,0.649217963218689,10,20.712536449681842,red_fox,0.32866838574409485,grey_fox,0.3265071213245392,kit_fox,0.12460284680128098,Arctic_fox,0.007638950832188129,red_wolf,0.0028501672204583883,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
40,410,0.6722244024276733,0.6659563779830933,0.6677378416061401,0.6548861265182495,10,20.50904695010065,red_fox,0.32971975207328796,grey_fox,0.3283229470252991,kit_fox,0.12188892066478729,Arctic_fox,0.007762987166643143,red_wolf,0.0027717563789337873,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
41,420,0.6751978993415833,0.6675207614898682,0.6685848236083984,0.6590975522994995,10,18.895506129271357,grey_fox,0.3267134726047516,red_fox,0.31897398829460144,kit_fox,0.11640870571136475,Arctic_fox,0.0084226680919528,red_wolf,0.003074686275795102,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
42,430,0.6780251264572144,0.6697830557823181,0.6720969676971436,0.6541162133216858,10,19.315800643901067,red_fox,0.3238537013530731,grey_fox,0.32226869463920593,kit_fox,0.11798524856567383,Arctic_fox,0.00850335881114006,red_wolf,0.0029805221129208803,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
43,440,0.6776288747787476,0.6699596643447876,0.6689881086349487,0.6621500253677368,10,17.679408018642658,grey_fox,0.3243546485900879,red_fox,0.32324743270874023,kit_fox,0.11671513319015503,Arctic_fox,0.008068989031016827,red_wolf,0.003214504336938262,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
44,450,0.6826740503311157,0.6706216931343079,0.6705083847045898,0.6602542400360107,10,20.55842866467893,red_fox,0.3192255198955536,grey_fox,0.31452658772468567,kit_fox,0.12137047946453094,Arctic_fox,0.008811808191239834,red_wolf,0.0029262728057801723,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
45,460,0.6818299293518066,0.6747831106185913,0.674474835395813,0.6633350849151611,10,20.439277628923453,red_fox,0.3202356696128845,grey_fox,0.31252533197402954,kit_fox,0.1310786008834839,Arctic_fox,0.008211582899093628,red_wolf,0.0028842310421168804,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
46,470,0.6843078136444092,0.6744568347930908,0.6740344762802124,0.6605938673019409,10,22.140733888790873,grey_fox,0.31770655512809753,red_fox,0.3158074915409088,kit_fox,0.12161485850811005,Arctic_fox,0.008916736580431461,red_wolf,0.00286006648093462,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
47,480,0.6842111349105835,0.6758817434310913,0.6759165525436401,0.663782000541687,10,22.552090335746563,grey_fox,0.3178309202194214,red_fox,0.3100520372390747,kit_fox,0.1213161051273346,Arctic_fox,0.008581475354731083,red_wolf,0.0029608248732984066,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
48,490,0.690362811088562,0.680473268032074,0.6839747428894043,0.654475212097168,10,18.706229462606153,red_fox,0.31170201301574707,grey_fox,0.31120848655700684,kit_fox,0.12211880832910538,Arctic_fox,0.008870611898601055,red_wolf,0.0029513854533433914,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
49,500,0.6884037256240845,0.6837815046310425,0.6826147437095642,0.6753277778625488,10,18.913387686494247,grey_fox,0.3134949505329132,red_fox,0.3101905882358551,kit_fox,0.130071759223938,Arctic_fox,0.009270005859434605,red_wolf,0.0029828688129782677,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
50,510,0.6915485262870789,0.6828739047050476,0.6827826499938965,0.6735278367996216,10,21.722722557061058,grey_fox,0.31051504611968994,red_fox,0.3058156669139862,kit_fox,0.1332361251115799,Arctic_fox,0.008559569716453552,red_wolf,0.003072403371334076,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
51,520,0.6914917230606079,0.6801853775978088,0.6809732913970947,0.6680339574813843,10,23.670041196138385,red_fox,0.310506135225296,grey_fox,0.3064771294593811,kit_fox,0.13275472819805145,Arctic_fox,0.009742203168570995,red_wolf,0.002883364213630557,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
52,530,0.6897673606872559,0.6841675043106079,0.6849198341369629,0.6762896180152893,10,24.014171202895923,red_fox,0.3123014569282532,grey_fox,0.29990318417549133,kit_fox,0.13023889064788818,Arctic_fox,0.009517030790448189,red_wolf,0.003212196519598365,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
53,540,0.6935368180274963,0.6844284534454346,0.6845406293869019,0.6742143630981445,10,24.001902666548503,red_fox,0.3085553050041199,grey_fox,0.3037724494934082,kit_fox,0.12683969736099243,Arctic_fox,0.008763994090259075,red_wolf,0.0031291379127651453,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
54,550,0.6928316354751587,0.6861699223518372,0.6874958276748657,0.6794999837875366,10,24.46849825351112,red_fox,0.3092769980430603,grey_fox,0.3074859380722046,kit_fox,0.1299668699502945,Arctic_fox,0.009398560971021652,red_wolf,0.003311591222882271,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
55,560,0.6904120445251465,0.6852967739105225,0.686357319355011,0.6758371591567993,10,23.47368494720458,red_fox,0.3118014335632324,grey_fox,0.2919035255908966,kit_fox,0.13137392699718475,Arctic_fox,0.010184262879192829,red_wolf,0.0032473367173224688,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
56,570,0.6946148872375488,0.6855835914611816,0.6855132579803467,0.6693375110626221,10,21.394957468187254,red_fox,0.3075813055038452,grey_fox,0.29300880432128906,kit_fox,0.1370455026626587,Arctic_fox,0.01023823581635952,red_wolf,0.003218555124476552,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
57,580,0.6973438858985901,0.6890090107917786,0.6886910796165466,0.6755987405776978,10,22.410757493593714,red_fox,0.30483463406562805,grey_fox,0.29611778259277344,kit_fox,0.13904793560504913,Arctic_fox,0.010162794962525368,red_wolf,0.003237362252548337,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
58,590,0.7022753953933716,0.6943306922912598,0.6939201951026917,0.6872731447219849,10,23.44552028430773,red_fox,0.29988741874694824,grey_fox,0.2949638068675995,kit_fox,0.13212202489376068,Arctic_fox,0.010694494470953941,red_wolf,0.0031405577901750803,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
59,600,0.7042033672332764,0.6967086791992188,0.6986924409866333,0.681021511554718,10,26.293468372250214,grey_fox,0.29791298508644104,red_fox,0.2955571115016937,kit_fox,0.13822883367538452,Arctic_fox,0.010046787559986115,red_wolf,0.003136216662824154,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
60,610,0.7079932689666748,0.6961093544960022,0.6958096027374268,0.6837005615234375,10,26.8502904389458,grey_fox,0.2942427396774292,red_fox,0.29345372319221497,kit_fox,0.1349695324897766,Arctic_fox,0.00931026041507721,red_wolf,0.0033169379457831383,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
61,620,0.7107231020927429,0.6969935894012451,0.6973017454147339,0.6771931052207947,10,25.19028783329103,red_fox,0.2913830578327179,grey_fox,0.28833308815956116,kit_fox,0.1531745344400406,Arctic_fox,0.009783131070435047,red_wolf,0.003106427378952503,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
62,630,0.7134693264961243,0.7003417611122131,0.6995474696159363,0.6933400630950928,10,26.251400406662615,grey_fox,0.2886345684528351,red_fox,0.2831606864929199,kit_fox,0.14047466218471527,Arctic_fox,0.009584985673427582,red_wolf,0.0031527515966445208,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
63,640,0.7153674364089966,0.709753155708313,0.7098492383956909,0.7025534510612488,10,21.170543803086296,grey_fox,0.28667980432510376,red_fox,0.2823866903781891,kit_fox,0.14091898500919342,Arctic_fox,0.009501748718321323,red_wolf,0.003023812547326088,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
64,650,0.7202171087265015,0.7103367447853088,0.7088451385498047,0.7031627893447876,10,17.757874681254293,red_fox,0.2818880081176758,grey_fox,0.27907630801200867,kit_fox,0.14748361706733704,Arctic_fox,0.009443922899663448,red_wolf,0.00313142454251647,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
65,660,0.7203662395477295,0.7126647233963013,0.7156671285629272,0.6954571008682251,10,18.91129519343964,grey_fox,0.2816828489303589,red_fox,0.27821046113967896,kit_fox,0.1467815637588501,Arctic_fox,0.009941929951310158,red_wolf,0.0032101736869663,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
66,670,0.7210030555725098,0.7135823965072632,0.7161880731582642,0.6993042230606079,10,19.40971634659356,grey_fox,0.2811923623085022,red_fox,0.2797541320323944,kit_fox,0.14107581973075867,Arctic_fox,0.009786535985767841,red_wolf,0.003054556204006076,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
67,680,0.7228635549545288,0.7165733575820923,0.717920184135437,0.7078654766082764,10,18.688435028775213,grey_fox,0.2794170677661896,red_fox,0.2778564393520355,kit_fox,0.1399284154176712,Arctic_fox,0.009372967295348644,red_wolf,0.003200765699148178,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
68,690,0.7190903425216675,0.7144948840141296,0.7147479057312012,0.7101523876190186,10,18.657623933391612,red_fox,0.2832215428352356,grey_fox,0.2734278738498688,kit_fox,0.13704615831375122,Arctic_fox,0.009420255199074745,red_wolf,0.0030939688440412283,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
69,700,0.7182268500328064,0.7139204740524292,0.7138404250144958,0.7094370126724243,10,19.365465557182592,grey_fox,0.28407952189445496,red_fox,0.27371662855148315,kit_fox,0.1435120552778244,Arctic_fox,0.009381069801747799,red_wolf,0.0030915052630007267,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
70,710,0.7230794429779053,0.7119623422622681,0.7126175165176392,0.7043073177337646,10,23.11209581603254,grey_fox,0.27931755781173706,red_fox,0.2789733409881592,kit_fox,0.1419157236814499,Arctic_fox,0.00918521173298359,red_wolf,0.003085663076490164,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
71,720,0.7241000533103943,0.7175342440605164,0.7182806730270386,0.7122472524642944,10,17.19947151828562,red_fox,0.27824288606643677,grey_fox,0.27345576882362366,kit_fox,0.14756786823272705,Arctic_fox,0.009128349833190441,red_wolf,0.003154501784592867,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
72,730,0.7248817682266235,0.7190619111061096,0.7184691429138184,0.7099285125732422,10,18.044268794921017,grey_fox,0.2776564061641693,red_fox,0.26847755908966064,kit_fox,0.14553391933441162,Arctic_fox,0.008893126621842384,red_wolf,0.0030854842625558376,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
73,740,0.7314754724502563,0.7214331030845642,0.7218327522277832,0.7072782516479492,10,18.991143760568377,red_fox,0.2709901034832001,grey_fox,0.26975423097610474,kit_fox,0.15111196041107178,Arctic_fox,0.008805998601019382,red_wolf,0.0030329946894198656,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
74,750,0.7299594283103943,0.7222968935966492,0.7275213003158569,0.7068885564804077,10,18.38635404626705,red_fox,0.2724463641643524,grey_fox,0.2706313133239746,kit_fox,0.15086190402507782,Arctic_fox,0.00865328498184681,red_wolf,0.0029976186342537403,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
75,760,0.7320791482925415,0.7243727445602417,0.7254219055175781,0.7093093395233154,10,19.963450350981564,red_fox,0.27048394083976746,grey_fox,0.26200416684150696,kit_fox,0.14589914679527283,Arctic_fox,0.009826870635151863,red_wolf,0.0033409607131034136,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
76,770,0.7356764674186707,0.7241690158843994,0.7247384786605835,0.7135250568389893,10,22.681867771167205,red_fox,0.2667965590953827,grey_fox,0.2662857472896576,kit_fox,0.15301832556724548,Arctic_fox,0.009720530360937119,red_wolf,0.003265268402174115,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
77,780,0.7358157634735107,0.7290915250778198,0.7291513681411743,0.7238741517066956,10,22.772359258189844,grey_fox,0.26660019159317017,red_fox,0.26298531889915466,kit_fox,0.16631275415420532,Arctic_fox,0.009476717561483383,red_wolf,0.0030374072957783937,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
78,790,0.7400327920913696,0.7232387065887451,0.7262498140335083,0.7084598541259766,10,24.352631878174297,grey_fox,0.2623974680900574,red_fox,0.2493237853050232,kit_fox,0.17215363681316376,Arctic_fox,0.009388170205056667,red_wolf,0.003090641926974058,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
79,800,0.7423006296157837,0.7346465587615967,0.7367447018623352,0.7231825590133667,10,24.06019177309989,grey_fox,0.2600538730621338,red_fox,0.2518151104450226,kit_fox,0.17289702594280243,Arctic_fox,0.009796390309929848,red_wolf,0.0032453518360853195,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
80,810,0.7475402355194092,0.7396665215492249,0.7383496761322021,0.7348477840423584,10,20.79271380070292,red_fox,0.2549692392349243,grey_fox,0.2539330720901489,kit_fox,0.16347602009773254,Arctic_fox,0.009741964749991894,red_wolf,0.003238580422475934,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
81,820,0.7487372159957886,0.7402075529098511,0.7416348457336426,0.7258551120758057,10,20.29574188095578,red_fox,0.2536405026912689,grey_fox,0.2518872022628784,kit_fox,0.17200803756713867,Arctic_fox,0.009852445684373379,red_wolf,0.0032178526744246483,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
82,830,0.7506090402603149,0.7369287014007568,0.7349545955657959,0.7262910604476929,10,21.58510620238855,grey_fox,0.2517363429069519,red_fox,0.2472514808177948,kit_fox,0.17488376796245575,Arctic_fox,0.01022906880825758,red_wolf,0.003173698438331485,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
83,840,0.7548224925994873,0.7388418912887573,0.7392141819000244,0.73077392578125,10,24.131261894219634,red_fox,0.24760711193084717,grey_fox,0.24715779721736908,kit_fox,0.1708962321281433,Arctic_fox,0.010446134954690933,red_wolf,0.0033247836399823427,OnePointCrossover,TournamentSelection,4,ClippedUniformIntegerMutation,0.05,6
