Generation,Fitness function uses,Best fitness,Average fitness,Median fitness,Worst Fitness,Population size,Std Population,Predicted class 1,Probability 1,Predicted class 2,Probability 2,Predicted class 3,Probability 3,Predicted class 4,Probability 4,Predicted class 5,Probability 5,crossover_function,selection_function,tournament_size,mutation_function,bounded_mutation_function,mutation_rate,mutation_variance,classes_to_avoid,max_change
61,6200,0.5220184326171875,0.4688412547111511,0.4691416025161743,0.43863242864608765,100,38.977401724598636,espresso,0.48408302664756775,cup,0.08814133703708649,plate,0.016314195469021797,coffeepot,0.010281864553689957,wooden_spoon,0.006158549338579178,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
62,6300,0.5250669121742249,0.47961029410362244,0.479320764541626,0.43518227338790894,100,39.69904288565287,espresso,0.481268048286438,cup,0.09001608937978745,plate,0.0160423181951046,coffeepot,0.010661840438842773,wooden_spoon,0.0063302828930318356,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
63,6400,0.5349792242050171,0.4851192533969879,0.48526236414909363,0.43067920207977295,100,40.199721309769394,espresso,0.4718773365020752,cup,0.096993587911129,plate,0.016760194674134254,coffeepot,0.010682916268706322,wooden_spoon,0.006842918694019318,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
64,6500,0.5488775968551636,0.4939098656177521,0.4939013719558716,0.4542747139930725,100,41.0853522767204,espresso,0.4582289159297943,cup,0.07951842993497849,plate,0.016370944678783417,coffeepot,0.008819237351417542,wooden_spoon,0.007088563404977322,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
65,6600,0.5545971989631653,0.5019421577453613,0.501192569732666,0.45833414793014526,100,41.379696575964516,espresso,0.4542202651500702,cup,0.07718047499656677,plate,0.016656873747706413,coffeepot,0.011079860851168633,wooden_spoon,0.008830856531858444,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
66,6700,0.5783593654632568,0.5147057175636292,0.5151721239089966,0.4574354887008667,100,41.11822755831838,espresso,0.4309247136116028,cup,0.08105546236038208,plate,0.015473904088139534,coffeepot,0.010953838936984539,wooden_spoon,0.009261064231395721,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
67,6800,0.5798161029815674,0.5267103314399719,0.5258331298828125,0.48002076148986816,100,40.72827604441903,espresso,0.4298175871372223,cup,0.0808856189250946,plate,0.01669847033917904,coffeepot,0.010959201492369175,wooden_spoon,0.00962359644472599,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
68,6900,0.5780156850814819,0.5353252291679382,0.5355560779571533,0.4960504174232483,100,39.99817459904788,espresso,0.4312049150466919,cup,0.0782138928771019,plate,0.015544243156909943,coffeepot,0.011372636072337627,wooden_spoon,0.009308524429798126,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
69,7000,0.5968263149261475,0.5412005186080933,0.5416399836540222,0.47229158878326416,100,38.66908754483755,espresso,0.41308024525642395,cup,0.08015348762273788,plate,0.016348371282219887,coffeepot,0.010760432109236717,wooden_spoon,0.009905828163027763,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
70,7100,0.5955054759979248,0.5514406561851501,0.5505328178405762,0.5129961967468262,100,38.28067092331008,espresso,0.4154606759548187,cup,0.08070080727338791,plate,0.01686566323041916,coffeepot,0.011616522446274757,wooden_spoon,0.010988776572048664,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
71,7200,0.5962660312652588,0.5593585968017578,0.5610918998718262,0.5145034790039062,100,37.00424216752494,espresso,0.4148850739002228,cup,0.0743248388171196,plate,0.017775090411305428,wooden_spoon,0.011127054691314697,coffeepot,0.011053293943405151,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
72,7300,0.606099009513855,0.5674420595169067,0.5698814392089844,0.5170779228210449,100,35.424857073916904,espresso,0.403704971075058,cup,0.08409717679023743,plate,0.01639854907989502,coffeepot,0.011274605058133602,wooden_spoon,0.009834553115069866,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
73,7400,0.6096423864364624,0.5731346607208252,0.5740885138511658,0.5376853942871094,100,35.78272184266214,espresso,0.40103650093078613,cup,0.08654176443815231,plate,0.016550373286008835,coffeepot,0.011263771913945675,wooden_spoon,0.010709633119404316,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
74,7500,0.6149767637252808,0.5747816562652588,0.5736697912216187,0.5400581359863281,100,36.62001825170542,espresso,0.39506641030311584,cup,0.07924684137105942,plate,0.015734141692519188,coffeepot,0.010845663957297802,wooden_spoon,0.010036601684987545,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
75,7600,0.621495246887207,0.5796048641204834,0.5791150331497192,0.5425460338592529,100,37.57901606689582,espresso,0.3890398442745209,cup,0.07867830991744995,plate,0.01640624925494194,coffeepot,0.010829837061464787,wooden_spoon,0.010570086538791656,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
76,7700,0.6201741695404053,0.5875648260116577,0.5897762179374695,0.545416533946991,100,39.35342948409236,espresso,0.3935631513595581,cup,0.0892738550901413,plate,0.016034075990319252,wooden_spoon,0.01371338777244091,coffeepot,0.010334932245314121,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
77,7800,0.6281148195266724,0.5914174914360046,0.5925710201263428,0.5591731071472168,100,40.740226073605335,espresso,0.3867134153842926,cup,0.09043822437524796,plate,0.016711145639419556,wooden_spoon,0.01485231053084135,coffeepot,0.010561485774815083,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
78,7900,0.6469447016716003,0.595009446144104,0.593932569026947,0.5527454018592834,100,41.338893677811484,espresso,0.36646220088005066,cup,0.0955694392323494,plate,0.01748679392039776,wooden_spoon,0.013341209851205349,coffeepot,0.01106925867497921,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
79,8000,0.6411089897155762,0.6009624600410461,0.6021516919136047,0.5524718761444092,100,41.14901737143081,espresso,0.3709145784378052,cup,0.09387378394603729,plate,0.01646251231431961,wooden_spoon,0.011983566917479038,coffeepot,0.010561383329331875,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
80,8100,0.6568644046783447,0.6101643443107605,0.6103161573410034,0.560054361820221,100,41.04180388532136,espresso,0.35465922951698303,cup,0.10628189891576767,plate,0.017414992675185204,wooden_spoon,0.011556494049727917,coffeepot,0.010603297501802444,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
81,8200,0.6531548500061035,0.6159306168556213,0.6157172322273254,0.5685268044471741,100,41.77136293553344,espresso,0.35790112614631653,cup,0.10098549723625183,plate,0.0176691897213459,wooden_spoon,0.01107835117727518,coffeepot,0.011004846543073654,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
82,8300,0.6651986837387085,0.6227265000343323,0.624330997467041,0.5764158964157104,100,41.600822925493965,espresso,0.34983521699905396,cup,0.09651777893304825,plate,0.017956359311938286,wooden_spoon,0.015018685720860958,coffeepot,0.010808342136442661,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
