Generation,Fitness function uses,Best fitness,Average fitness,Median fitness,Worst Fitness,Population size,Std Population,Predicted class 1,Probability 1,Predicted class 2,Probability 2,Predicted class 3,Probability 3,Predicted class 4,Probability 4,Predicted class 5,Probability 5,crossover_function,selection_function,tournament_size,mutation_function,bounded_mutation_function,mutation_rate,mutation_variance,classes_to_avoid,max_change
81,3280,0.4578353762626648,0.4250360429286957,0.4259176552295685,0.394842267036438,40,32.107770731088195,espresso,0.5474205613136292,cup,0.0695544108748436,plate,0.01383084338158369,coffeepot,0.008386639878153801,wooden_spoon,0.005247419234365225,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
82,3320,0.45930880308151245,0.4295569360256195,0.4323914051055908,0.3948977589607239,40,32.68738683483129,espresso,0.5457075834274292,cup,0.0682731568813324,plate,0.013775479979813099,coffeepot,0.00825337041169405,wooden_spoon,0.005004557315260172,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
83,3360,0.46299314498901367,0.43242597579956055,0.43421509861946106,0.39730125665664673,40,33.79919050727539,espresso,0.5427573323249817,cup,0.06643424928188324,plate,0.012738234363496304,coffeepot,0.007854417897760868,wooden_spoon,0.005778971593827009,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
84,3400,0.4612802267074585,0.43552350997924805,0.43513724207878113,0.40853065252304077,40,35.264487153720424,espresso,0.5434210300445557,cup,0.06533539295196533,plate,0.014843417331576347,coffeepot,0.007687503006309271,wooden_spoon,0.004709343425929546,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
85,3440,0.46984773874282837,0.43955478072166443,0.43888965249061584,0.4105162024497986,40,35.773026814235784,espresso,0.5350802540779114,cup,0.07128030806779861,plate,0.01555065717548132,coffeepot,0.007867341861128807,wooden_spoon,0.005002434831112623,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
86,3480,0.4656215310096741,0.43983396887779236,0.4423891305923462,0.4149751663208008,40,35.36529051505401,espresso,0.5387428998947144,cup,0.07032065838575363,plate,0.01301113422960043,coffeepot,0.008585391566157341,wooden_spoon,0.00439852150157094,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
87,3520,0.4586108326911926,0.4380956292152405,0.43886011838912964,0.40796607732772827,40,35.48257473399376,espresso,0.5458610653877258,cup,0.07047625631093979,plate,0.01309454720467329,coffeepot,0.008292834274470806,eggnog,0.004450847860425711,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
88,3560,0.4672465920448303,0.4404660165309906,0.44068652391433716,0.4089444875717163,40,36.721611965601895,espresso,0.5381579399108887,cup,0.0646681860089302,plate,0.011835833080112934,coffeepot,0.007819710299372673,wooden_spoon,0.005299665965139866,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
89,3600,0.48639506101608276,0.44391655921936035,0.4401610791683197,0.4162008762359619,40,36.25040731087713,espresso,0.5196079611778259,cup,0.06789135932922363,plate,0.013200949877500534,coffeepot,0.00834327656775713,wooden_spoon,0.006018487736582756,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
90,3640,0.48126012086868286,0.4485899806022644,0.4512210190296173,0.4111095070838928,40,35.081480695336225,espresso,0.5245932936668396,cup,0.07075323164463043,plate,0.013267023488879204,coffeepot,0.008104952052235603,wooden_spoon,0.0058520762249827385,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
91,3680,0.4834088683128357,0.4506172239780426,0.4511810541152954,0.4047974944114685,40,36.54743440704722,espresso,0.5211987495422363,cup,0.064918652176857,plate,0.01399197243154049,coffeepot,0.008195462636649609,wooden_spoon,0.0046006678603589535,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
92,3720,0.4786084294319153,0.45508256554603577,0.45550405979156494,0.4347039461135864,40,37.24731871995858,espresso,0.5277589559555054,cup,0.06414160877466202,plate,0.013469192199409008,coffeepot,0.007391755934804678,wooden_spoon,0.006346698850393295,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
93,3760,0.4933590888977051,0.4566570222377777,0.4545285701751709,0.43609535694122314,40,36.235330610839085,espresso,0.5139814019203186,cup,0.06543966382741928,plate,0.013753355480730534,wooden_spoon,0.007372722495347261,coffeepot,0.007001720834523439,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
94,3800,0.503670334815979,0.4627710282802582,0.4638846814632416,0.4345776438713074,40,34.51783093388262,espresso,0.5017741322517395,cup,0.07049627602100372,plate,0.012970924377441406,coffeepot,0.008199049159884453,wooden_spoon,0.0054324534721672535,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
95,3840,0.5035305023193359,0.4661727845668793,0.4667562246322632,0.4176297187805176,40,35.97001151815889,espresso,0.5012335777282715,cup,0.07655329257249832,plate,0.012952023185789585,coffeepot,0.008568837307393551,eggnog,0.004761416465044022,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
96,3880,0.4936929941177368,0.4698532223701477,0.46994155645370483,0.43832552433013916,40,37.61712794535297,espresso,0.5117552280426025,cup,0.07166693359613419,plate,0.015348312444984913,coffeepot,0.008431641384959221,wooden_spoon,0.0054651787504553795,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
97,3920,0.4982423782348633,0.4736475944519043,0.47198575735092163,0.4480111002922058,40,38.16803076359142,espresso,0.5071160793304443,cup,0.07329846173524857,plate,0.014960326254367828,coffeepot,0.008135144598782063,wooden_spoon,0.005297916941344738,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
98,3960,0.5025866627693176,0.47455883026123047,0.47469502687454224,0.43866991996765137,40,38.45881195227091,espresso,0.5023488998413086,cup,0.08617176115512848,plate,0.014447223395109177,coffeepot,0.008722761645913124,wooden_spoon,0.0049833739176392555,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
99,4000,0.510278582572937,0.48289138078689575,0.48008808493614197,0.44431352615356445,40,38.9149757406094,espresso,0.4946519732475281,cup,0.0886939987540245,plate,0.014426874928176403,coffeepot,0.008989742957055569,eggnog,0.004916276782751083,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
100,4040,0.5281726121902466,0.4926331043243408,0.49354079365730286,0.465080201625824,40,37.7702220969223,espresso,0.47741982340812683,cup,0.08625372499227524,plate,0.014376272447407246,coffeepot,0.008921091444790363,eggnog,0.005646890960633755,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
101,4080,0.5173660516738892,0.4990597367286682,0.49919581413269043,0.4680377244949341,40,34.76852704903589,espresso,0.4881925582885742,cup,0.08694183826446533,plate,0.013579252175986767,coffeepot,0.008511525578796864,eggnog,0.00556689128279686,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
102,4120,0.5255140662193298,0.5011491775512695,0.5030965805053711,0.45854246616363525,40,32.6827733386354,espresso,0.48036491870880127,cup,0.0935506522655487,plate,0.014730473048985004,coffeepot,0.009953160770237446,wooden_spoon,0.005860617384314537,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
103,4160,0.5327854752540588,0.5078208446502686,0.5089669227600098,0.4693537950515747,40,32.255548816527956,espresso,0.4732324779033661,cup,0.08921538293361664,plate,0.013674529269337654,coffeepot,0.009079654701054096,wooden_spoon,0.006035808008164167,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
104,4200,0.5487898588180542,0.5138272047042847,0.5160343647003174,0.46897709369659424,40,31.48938081559066,espresso,0.4570637047290802,cup,0.08944768458604813,plate,0.014798355288803577,coffeepot,0.008727706968784332,eggnog,0.005888053681701422,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
105,4240,0.5553512573242188,0.5211922526359558,0.5204663276672363,0.4881216287612915,40,29.804952311569213,espresso,0.4507080912590027,cup,0.08738083392381668,plate,0.015297586098313332,coffeepot,0.008965264074504375,eggnog,0.006032169796526432,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
106,4280,0.5541387796401978,0.5280150771141052,0.5293728113174438,0.4919113516807556,40,28.920394216709493,espresso,0.4516531527042389,cup,0.09139101207256317,plate,0.015334081836044788,coffeepot,0.008806755766272545,eggnog,0.005825215019285679,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
107,4320,0.5697286128997803,0.5299226641654968,0.5258824229240417,0.49972212314605713,40,28.244695136155784,espresso,0.4364122152328491,cup,0.09654395282268524,plate,0.014069176279008389,coffeepot,0.00937225017696619,wooden_spoon,0.006140679121017456,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
108,4360,0.5688449144363403,0.5355716943740845,0.5310860276222229,0.507358193397522,40,28.33561330461106,espresso,0.43705394864082336,cup,0.09250190854072571,plate,0.013982408680021763,coffeepot,0.008867856115102768,eggnog,0.005934813059866428,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
109,4400,0.5727885961532593,0.5416406393051147,0.5440924167633057,0.5073409080505371,40,25.437670956469418,espresso,0.43364205956459045,cup,0.09412668645381927,plate,0.01416753325611353,coffeepot,0.009681213647127151,wooden_spoon,0.0063872872851789,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
110,4440,0.5699498653411865,0.5482121109962463,0.5494383573532104,0.5162177085876465,40,26.78962334256624,espresso,0.4358818829059601,cup,0.09597685933113098,plate,0.014247780665755272,coffeepot,0.009477994404733181,eggnog,0.005850638262927532,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
111,4480,0.5750724077224731,0.5483886003494263,0.546180009841919,0.5161945819854736,40,26.914737076642147,espresso,0.4308565855026245,cup,0.09678827971220016,plate,0.014238745905458927,coffeepot,0.00966669525951147,wooden_spoon,0.0059309168718755245,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
112,4520,0.5842099785804749,0.5528348684310913,0.5538069009780884,0.5237762928009033,40,27.80280125439986,espresso,0.42272913455963135,cup,0.09527282416820526,plate,0.013788027688860893,coffeepot,0.009163952432572842,wooden_spoon,0.006977868266403675,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
113,4560,0.5941184163093567,0.5545598268508911,0.5501240491867065,0.5192053318023682,40,29.100483213405692,espresso,0.41277721524238586,cup,0.09854017943143845,plate,0.013843431137502193,coffeepot,0.009222459979355335,wooden_spoon,0.006877366919070482,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
114,4600,0.5860010981559753,0.5578271746635437,0.5574160814285278,0.5239779949188232,40,29.652343015305014,espresso,0.4216017723083496,cup,0.10022054612636566,plate,0.015936367213726044,coffeepot,0.010351207107305527,wooden_spoon,0.007611612323671579,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
115,4640,0.5918159484863281,0.5646896958351135,0.5645589828491211,0.5366165637969971,40,30.028094308594586,espresso,0.4166412353515625,cup,0.10189814865589142,plate,0.016155781224370003,coffeepot,0.01012790109962225,wooden_spoon,0.008426344953477383,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
116,4680,0.588828444480896,0.5682950019836426,0.568455696105957,0.5484386682510376,40,29.94600771274014,espresso,0.41952940821647644,cup,0.09139399230480194,plate,0.015268552117049694,coffeepot,0.010117732919752598,wooden_spoon,0.00832362100481987,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
117,4720,0.5954382419586182,0.5663091540336609,0.5679596066474915,0.5228785276412964,40,31.0684574442994,espresso,0.4127112030982971,cup,0.09347067773342133,plate,0.015283912420272827,coffeepot,0.009243088774383068,wooden_spoon,0.008161399513483047,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
118,4760,0.5862741470336914,0.5669198036193848,0.5679293870925903,0.5292905569076538,40,32.6307451136571,espresso,0.42211100459098816,cup,0.09471678733825684,plate,0.015337991528213024,coffeepot,0.011316053569316864,wooden_spoon,0.0083893071860075,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
119,4800,0.5944736003875732,0.5663731098175049,0.5661315321922302,0.5357511043548584,40,33.354665133331494,espresso,0.4134845733642578,cup,0.09295261651277542,plate,0.016366373747587204,coffeepot,0.010418887250125408,wooden_spoon,0.007956919260323048,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
120,4840,0.6041913032531738,0.5728998184204102,0.5715106725692749,0.5422655344009399,40,32.497693385485036,espresso,0.4042251408100128,cup,0.09714452177286148,plate,0.01589774526655674,coffeepot,0.011857795529067516,wooden_spoon,0.008419075980782509,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
121,4880,0.6048424243927002,0.5782144069671631,0.5803587436676025,0.5430868864059448,40,32.32025082442566,espresso,0.40398356318473816,cup,0.08913718163967133,plate,0.016136663034558296,coffeepot,0.010782151482999325,wooden_spoon,0.008790208958089352,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
122,4920,0.6069318056106567,0.5818357467651367,0.5807904005050659,0.5569939017295837,40,32.68361088869961,espresso,0.4016464054584503,cup,0.10240986198186874,plate,0.015315434895455837,coffeepot,0.010470780543982983,wooden_spoon,0.008552217856049538,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
123,4960,0.6105375289916992,0.582351565361023,0.5835910439491272,0.5506485104560852,40,33.85769764408539,espresso,0.39771541953086853,cup,0.09370870143175125,plate,0.01631980389356613,coffeepot,0.010387929156422615,wooden_spoon,0.008251242339611053,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
124,5000,0.6087645292282104,0.5814787149429321,0.5821213722229004,0.536601722240448,40,35.438184935279445,espresso,0.39928892254829407,cup,0.10911444574594498,plate,0.01667564921081066,coffeepot,0.011152970604598522,wooden_spoon,0.008073353208601475,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
125,5040,0.6111421585083008,0.5882083773612976,0.5868406295776367,0.5622162818908691,40,35.12894387379548,espresso,0.3975532352924347,cup,0.11034654825925827,plate,0.016728663817048073,coffeepot,0.011113082058727741,wooden_spoon,0.008696233853697777,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
126,5080,0.6233753561973572,0.5914835929870605,0.5914770364761353,0.5644078254699707,40,35.851785324638364,espresso,0.3853174149990082,cup,0.11224973201751709,plate,0.015763133764266968,coffeepot,0.010446563363075256,wooden_spoon,0.008721389807760715,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
127,5120,0.6211228370666504,0.597032904624939,0.5950972437858582,0.5678318738937378,40,35.916948833451094,espresso,0.38894686102867126,cup,0.09007877856492996,plate,0.0173526369035244,coffeepot,0.010593418963253498,wooden_spoon,0.010094970464706421,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
128,5160,0.6227357387542725,0.5952703356742859,0.594456672668457,0.5738937854766846,40,35.717761516486675,espresso,0.3869844377040863,cup,0.10793744027614594,plate,0.016655199229717255,wooden_spoon,0.00968276709318161,coffeepot,0.009528485126793385,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
129,5200,0.6212791204452515,0.59671550989151,0.5976374745368958,0.564185380935669,40,36.174212555618766,espresso,0.3894459307193756,cup,0.09267356246709824,plate,0.0182076133787632,coffeepot,0.010897367261350155,wooden_spoon,0.010789807885885239,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
130,5240,0.625923752784729,0.6011248826980591,0.6017966270446777,0.5787132978439331,40,35.67762228284152,espresso,0.3817143440246582,cup,0.10504329949617386,plate,0.016959173604846,coffeepot,0.012023985385894775,wooden_spoon,0.007637063506990671,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
131,5280,0.6335190534591675,0.6061100959777832,0.606549084186554,0.5769307613372803,40,36.053547089563644,espresso,0.3754050135612488,cup,0.11347081512212753,plate,0.0166845191270113,coffeepot,0.010105032473802567,wooden_spoon,0.008924023248255253,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
132,5320,0.6270306706428528,0.6090289354324341,0.6093425750732422,0.5653209090232849,40,34.11432541356452,espresso,0.38365644216537476,cup,0.10063917934894562,plate,0.01792948879301548,wooden_spoon,0.010683560743927956,coffeepot,0.010130152106285095,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
133,5360,0.6373194456100464,0.6079658269882202,0.607906699180603,0.5699055194854736,40,31.672857599497533,espresso,0.37093934416770935,cup,0.10565470904111862,plate,0.018712162971496582,coffeepot,0.012050805613398552,wooden_spoon,0.008259400725364685,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
134,5400,0.6383387446403503,0.6120144724845886,0.6131637096405029,0.5677680969238281,40,31.4760567139112,espresso,0.37144747376441956,cup,0.10402843356132507,plate,0.01912980154156685,coffeepot,0.010975977405905724,wooden_spoon,0.009779260493814945,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
135,5440,0.6349152326583862,0.615250289440155,0.6151415705680847,0.5810962319374084,40,33.38793376876043,espresso,0.37345317006111145,cup,0.10535985976457596,plate,0.016743503510951996,coffeepot,0.010886792093515396,wooden_spoon,0.00838516280055046,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
136,5480,0.6455005407333374,0.6175639033317566,0.6201604008674622,0.5880334377288818,40,35.533432524621716,espresso,0.36374637484550476,cup,0.11894767731428146,plate,0.017418667674064636,coffeepot,0.010629870928823948,wooden_spoon,0.009267261251807213,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
137,5520,0.6433953046798706,0.6168110966682434,0.6147388815879822,0.5845373272895813,40,36.367217077712574,espresso,0.3705686330795288,cup,0.09976843744516373,plate,0.020939314737915993,wooden_spoon,0.013939991593360901,coffeepot,0.010800431482493877,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
138,5560,0.6470806002616882,0.620868980884552,0.6236505508422852,0.5844287872314453,40,37.40741716432034,espresso,0.3637818992137909,cup,0.10596251487731934,plate,0.02215256541967392,coffeepot,0.0112706134095788,wooden_spoon,0.010894847102463245,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
139,5600,0.6492780447006226,0.6213362812995911,0.6219537258148193,0.5789183378219604,40,37.8783912746138,espresso,0.3637481927871704,cup,0.0929623395204544,plate,0.02106351964175701,wooden_spoon,0.013057970441877842,coffeepot,0.01090565137565136,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
140,5640,0.6485115885734558,0.6227623224258423,0.6234002709388733,0.592186689376831,40,38.938227473345506,espresso,0.3661990463733673,cup,0.1122334748506546,plate,0.019863175228238106,wooden_spoon,0.014718065038323402,coffeepot,0.011291716247797012,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
141,5680,0.6644387245178223,0.624937891960144,0.6252579689025879,0.5820115804672241,40,36.875070521178976,espresso,0.34900152683258057,cup,0.10809996724128723,plate,0.019443204626441002,wooden_spoon,0.013471141457557678,coffeepot,0.011039170436561108,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
142,5720,0.6712243556976318,0.6332709193229675,0.6328968405723572,0.6058756113052368,40,34.39845015730467,espresso,0.34431102871894836,cup,0.10724591463804245,plate,0.020996302366256714,wooden_spoon,0.01545744203031063,coffeepot,0.010810676962137222,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
143,5760,0.6670205593109131,0.635931134223938,0.634882390499115,0.6020771861076355,40,35.18117624160674,espresso,0.34744638204574585,cup,0.10819444060325623,plate,0.019657613709568977,wooden_spoon,0.01447882317006588,coffeepot,0.010675258934497833,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
144,5800,0.6647423505783081,0.642875075340271,0.6429206132888794,0.6112355589866638,40,36.34417974878005,espresso,0.3503660559654236,cup,0.10369475930929184,plate,0.019998226314783096,wooden_spoon,0.015136156231164932,coffeepot,0.010844624601304531,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
145,5840,0.6708345413208008,0.6438905000686646,0.6437196135520935,0.6111287474632263,40,35.75909869084841,espresso,0.34074485301971436,cup,0.1310500055551529,plate,0.019267613068223,wooden_spoon,0.011575127020478249,coffeepot,0.011294648051261902,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
146,5880,0.6782367825508118,0.6453424692153931,0.6446999311447144,0.6065112948417664,40,34.475602937880076,espresso,0.33391278982162476,cup,0.12613585591316223,plate,0.017853446304798126,wooden_spoon,0.01213700883090496,coffeepot,0.011260277591645718,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
147,5920,0.6743327379226685,0.6492615938186646,0.6498017907142639,0.6184384822845459,40,31.483656352147566,espresso,0.3364451229572296,cup,0.12544980645179749,plate,0.017325904220342636,coffeepot,0.01126281451433897,wooden_spoon,0.010781233198940754,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
148,5960,0.679167628288269,0.6515854001045227,0.6516650915145874,0.6131998300552368,40,35.41845063095895,espresso,0.3342720568180084,cup,0.11071716994047165,plate,0.020249590277671814,wooden_spoon,0.013442272320389748,coffeepot,0.011352033354341984,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
149,6000,0.6842513680458069,0.654938817024231,0.6571629643440247,0.6197131276130676,40,36.904170478932755,espresso,0.32783734798431396,cup,0.13580623269081116,plate,0.018433641642332077,wooden_spoon,0.01208408735692501,coffeepot,0.010973451659083366,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
150,6040,0.6882637739181519,0.6618813276290894,0.661532461643219,0.6364383101463318,40,36.33733158122244,espresso,0.3229541778564453,cup,0.10856463760137558,plate,0.021507475525140762,wooden_spoon,0.011274144984781742,coffeepot,0.011076319962739944,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
151,6080,0.696896493434906,0.6664124727249146,0.6677120327949524,0.6393252611160278,40,35.24559837036725,espresso,0.31778132915496826,cup,0.12105333805084229,plate,0.020553622394800186,wooden_spoon,0.014671233482658863,coffeepot,0.011661175638437271,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
152,6120,0.6953662633895874,0.6688103079795837,0.6672075986862183,0.6452988386154175,40,36.40227024775165,espresso,0.31734761595726013,cup,0.1035788357257843,plate,0.02249894291162491,wooden_spoon,0.012733010575175285,coffeepot,0.010756772942841053,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
153,6160,0.6958962678909302,0.6702006459236145,0.6692774891853333,0.6435539722442627,40,37.2001719798037,espresso,0.3179852366447449,cup,0.11679341644048691,plate,0.020806552842259407,wooden_spoon,0.013844451867043972,coffeepot,0.01213118527084589,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
154,6200,0.6972867250442505,0.6772141456604004,0.6752104759216309,0.6608054637908936,40,35.48873619221674,espresso,0.3147636651992798,cup,0.11332513391971588,plate,0.019799817353487015,wooden_spoon,0.012052789330482483,coffeepot,0.01169535145163536,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
155,6240,0.7014135718345642,0.6776384115219116,0.6770493984222412,0.6538897752761841,40,35.557147741718296,espresso,0.31295260787010193,cup,0.10701192170381546,plate,0.023747166618704796,wooden_spoon,0.014371487312018871,coffeepot,0.011179792694747448,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
156,6280,0.6957298517227173,0.6802345514297485,0.6830819249153137,0.6586377620697021,40,31.753813833338995,espresso,0.3182932734489441,cup,0.10696692019701004,plate,0.024056002497673035,wooden_spoon,0.014045448042452335,coffeepot,0.010725650005042553,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
157,6320,0.69270920753479,0.675938606262207,0.6759886741638184,0.6501177549362183,40,33.62938191133101,espresso,0.32169076800346375,cup,0.09641072899103165,plate,0.021601304411888123,wooden_spoon,0.014433140866458416,coffeepot,0.009990817867219448,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
158,6360,0.6969630718231201,0.6777181625366211,0.6767057180404663,0.6556899547576904,40,33.599846497613164,espresso,0.3163880705833435,cup,0.11458996683359146,plate,0.020546965301036835,wooden_spoon,0.013387832790613174,coffeepot,0.011770658195018768,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
159,6400,0.7021951675415039,0.6793400049209595,0.6802362203598022,0.6500169634819031,40,32.06193607712262,espresso,0.31319281458854675,cup,0.10013437271118164,plate,0.02258479967713356,wooden_spoon,0.015383959747850895,coffeepot,0.010319877415895462,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
160,6440,0.7029126882553101,0.6836520433425903,0.6837336421012878,0.6488152146339417,40,31.40279471108626,espresso,0.31136175990104675,cup,0.09676645696163177,plate,0.022771717980504036,wooden_spoon,0.014252686873078346,coffeepot,0.010392659343779087,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
161,6480,0.7157279253005981,0.6844562292098999,0.6832146644592285,0.655805230140686,40,30.005075910841935,espresso,0.3028119206428528,cup,0.09805895388126373,plate,0.021856768056750298,wooden_spoon,0.018542107194662094,coffeepot,0.010881174355745316,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
162,6520,0.7105981707572937,0.6897457838058472,0.6901330351829529,0.6623698472976685,40,30.405389137044033,espresso,0.30616623163223267,cup,0.09763483703136444,plate,0.02145153097808361,wooden_spoon,0.016799718141555786,coffeepot,0.010860081762075424,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
163,6560,0.7129833698272705,0.6901966333389282,0.689644455909729,0.6419216990470886,40,31.211774229529187,espresso,0.30566826462745667,cup,0.10829953849315643,plate,0.02066173031926155,wooden_spoon,0.018648529425263405,coffeepot,0.011992261745035648,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
164,6600,0.7318662405014038,0.6934455633163452,0.6926483511924744,0.670859694480896,40,30.608725119295485,espresso,0.2881197929382324,cup,0.10829942673444748,plate,0.020698653534054756,wooden_spoon,0.019994661211967468,coffeepot,0.011683503165841103,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,6,5,15
