Generation,Fitness function evaluations,Best fitness,Average fitness,Median fitness,Worst Fitness,Std Population,Predicted class 1,Probability 1,Predicted class 2,Probability 2,Predicted class 3,Probability 3,Predicted class 4,Probability 4,Predicted class 5,Probability 5
467,14040,1.4764437675476074,1.4370310306549072,1.436706781387329,1.4064476490020752,28.62908015187822,tiger_cat,0.5018100142478943,Egyptian_cat,0.03136921301484108,tabby,0.02804434299468994,lynx,0.027976157143712044,red_fox,0.025305502116680145
468,14070,1.4927306175231934,1.439023733139038,1.443605899810791,1.393227219581604,27.86269557033807,tiger_cat,0.5173766016960144,lynx,0.03177409991621971,Egyptian_cat,0.030614078044891357,tabby,0.027649102732539177,red_fox,0.024682125076651573
469,14100,1.4751169681549072,1.4398425817489624,1.4430031776428223,1.4040416479110718,27.070772468541264,tiger_cat,0.5008170008659363,Egyptian_cat,0.03295598551630974,lynx,0.031000053510069847,tabby,0.026780404150485992,red_fox,0.02571931481361389
470,14130,1.4759275913238525,1.4416507482528687,1.44437837600708,1.3687465190887451,25.762631010590624,tiger_cat,0.4986424446105957,Egyptian_cat,0.030570482835173607,tabby,0.029749441891908646,lynx,0.027828505262732506,red_fox,0.022739892825484276
471,14160,1.4756799936294556,1.4427127838134766,1.440373420715332,1.4112682342529297,26.717552173767324,tiger_cat,0.5040612816810608,Egyptian_cat,0.03274125978350639,red_fox,0.028412414714694023,tabby,0.027418432757258415,lynx,0.026292288675904274
472,14190,1.4737118482589722,1.4429954290390015,1.4427390098571777,1.3978867530822754,28.10654181385299,tiger_cat,0.5006588101387024,Egyptian_cat,0.03421977162361145,tabby,0.028345929458737373,lynx,0.027646923437714577,red_fox,0.0269484780728817
473,14220,1.4806687831878662,1.442287802696228,1.4401867389678955,1.3992445468902588,27.32364654689683,tiger_cat,0.5083553791046143,Egyptian_cat,0.033108193427324295,tabby,0.028554944321513176,red_fox,0.027709729969501495,lynx,0.026655927300453186
474,14250,1.4834606647491455,1.444004774093628,1.446682095527649,1.3960403203964233,28.320455284202424,tiger_cat,0.5102893114089966,Egyptian_cat,0.035445038229227066,lynx,0.02931588888168335,tabby,0.029284367337822914,red_fox,0.02685385011136532
475,14280,1.4883071184158325,1.443585753440857,1.4382963180541992,1.4042608737945557,28.722741606555083,tiger_cat,0.5155636668205261,Egyptian_cat,0.033437054604291916,lynx,0.03070494718849659,tabby,0.030286509543657303,red_fox,0.027246421203017235
476,14310,1.492573618888855,1.4481109380722046,1.4460227489471436,1.4072405099868774,30.547657975852545,tiger_cat,0.5196512341499329,Egyptian_cat,0.032959625124931335,tabby,0.03055865503847599,lynx,0.028711454942822456,red_fox,0.02712089940905571
477,14340,1.5095709562301636,1.4578857421875,1.456157922744751,1.4194653034210205,29.64811178958514,tiger_cat,0.5351930856704712,Egyptian_cat,0.03296557441353798,tabby,0.030850691720843315,red_fox,0.025515509769320488,lynx,0.02543443627655506
478,14370,1.5059361457824707,1.4599974155426025,1.4610693454742432,1.3900907039642334,30.015222273416416,tiger_cat,0.5324341654777527,tabby,0.03140052780508995,Egyptian_cat,0.03053138591349125,red_fox,0.02652367390692234,lynx,0.025447066873311996
479,14400,1.5029077529907227,1.4686263799667358,1.4682531356811523,1.4376345872879028,27.531010289109748,tiger_cat,0.525952935218811,Egyptian_cat,0.032091446220874786,tabby,0.03065577894449234,lynx,0.02583746239542961,red_fox,0.023052476346492767
480,14430,1.5149238109588623,1.4753124713897705,1.47710382938385,1.4381630420684814,26.760669125040756,tiger_cat,0.5420373678207397,tabby,0.030812015756964684,Egyptian_cat,0.03064187802374363,red_fox,0.027081144973635674,lynx,0.02670769765973091
481,14460,1.5188100337982178,1.4759619235992432,1.4779787063598633,1.4282793998718262,27.57311082409568,tiger_cat,0.5436733365058899,Egyptian_cat,0.032243482768535614,tabby,0.030513150617480278,red_fox,0.02484835684299469,lynx,0.02396007440984249
482,14490,1.5195649862289429,1.4760276079177856,1.4830280542373657,1.413963794708252,27.8601505307198,tiger_cat,0.5447511672973633,Egyptian_cat,0.033150095492601395,tabby,0.029662055894732475,lynx,0.025951137766242027,red_fox,0.02516530267894268
483,14520,1.507054090499878,1.4741261005401611,1.4729619026184082,1.4359712600708008,28.800398705100893,tiger_cat,0.5360140204429626,Egyptian_cat,0.03136153146624565,tabby,0.029803484678268433,red_fox,0.028891555964946747,lynx,0.026057126000523567
484,14550,1.5180168151855469,1.473720908164978,1.4719295501708984,1.4327445030212402,29.030378870110614,tiger_cat,0.544873058795929,Egyptian_cat,0.034520506858825684,tabby,0.030573323369026184,red_fox,0.02676680125296116,lynx,0.025966627523303032
485,14580,1.519994854927063,1.4794886112213135,1.480142593383789,1.4114149808883667,28.87629128184401,tiger_cat,0.5446397066116333,Egyptian_cat,0.035404957830905914,tabby,0.030418075621128082,lynx,0.029226034879684448,red_fox,0.02463444508612156
486,14610,1.5221117734909058,1.4840681552886963,1.4873569011688232,1.4359455108642578,31.51252882143108,tiger_cat,0.5463117957115173,Egyptian_cat,0.03523233160376549,lynx,0.03234977275133133,tabby,0.030090177431702614,red_fox,0.024181630462408066
487,14640,1.5272506475448608,1.486855387687683,1.4829916954040527,1.4564104080200195,32.25810680271506,tiger_cat,0.5523633360862732,Egyptian_cat,0.03342794254422188,lynx,0.03206469491124153,tabby,0.03059089183807373,red_fox,0.02508164756000042
