,Generation,Fitness function uses,Best fitness,Average fitness,Median fitness,Worst Fitness,Population size,Std Population,Predicted class 1,Probability 1,Predicted class 2,Probability 2,Predicted class 3,Probability 3,Predicted class 4,Probability 4,Predicted class 5,Probability 5,crossover_function,selection_function,tournament_size,mutation_function,bounded_mutation_function,mutation_rate,mutation_variance,classes_to_avoid,max_change
0,107,7560,1.7078149318695068,1.6330246925354004,1.6330881118774414,1.5484119653701782,70,57.65826395198292,racer,0.7842782735824585,sports_car,0.07649970054626465,car_wheel,0.018195156008005142,passenger_car,0.014880615286529062,pickup,0.01460055075585842,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,10,5,15
1,156,10990,1.7055313587188718,1.6202377080917358,1.6283657550811768,1.5000131130218506,70,57.751964132799166,parking_meter,0.7591787576675415,cab,0.05365881696343422,grille,0.05042517557740212,car_mirror,0.010226154699921608,minivan,0.009938182309269905,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,10,5,15
2,326,22890,1.7008320093154907,1.6057658195495603,1.6080179214477541,1.5233147144317627,70,60.09114752069337,car_wheel,0.7392051815986633,sports_car,0.03837810456752777,grille,0.028479959815740582,racer,0.028079787269234657,beach_wagon,0.02710836194455624,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,10,5,15
3,111,7840,1.7041051387786863,1.6164277791976929,1.6203947067260742,1.521281123161316,70,51.96386126580384,racer,0.7707896232604979,sports_car,0.06671082973480225,passenger_car,0.02536262571811676,car_wheel,0.01564077846705914,pickup,0.015442682430148125,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,10,5,15
4,126,8890,1.7010204792022705,1.6121008396148682,1.6158292293548584,1.5400902032852173,70,59.420385504900025,racer,0.7650550007820129,sports_car,0.06400752812623978,grille,0.020812839269638058,car_wheel,0.020245132967829704,passenger_car,0.01807349734008312,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,10,5,15
5,284,19950,1.7178332805633545,1.6104621887207031,1.6164193153381348,1.4733152389526367,70,61.119136374168555,car_wheel,0.7515483498573303,sports_car,0.033646564930677414,beach_wagon,0.030884614214301113,grille,0.02685038559138775,racer,0.026668915525078773,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,10,5,15
6,313,21980,1.7101342678070068,1.5999239683151243,1.6025955677032468,1.499501347541809,70,61.15369774285438,car_wheel,0.7433351278305054,racer,0.042423408478498466,sports_car,0.03321890160441398,grille,0.02573178149759769,minivan,0.0157330185174942,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,10,5,15
7,714,50050,1.6259677410125732,1.5530122518539429,1.5520462989807131,1.446159601211548,70,57.8476591977192,passenger_car,0.6687856912612915,racer,0.05408644303679466,minivan,0.0428566075861454,cab,0.03664230927824974,minibus,0.028658216819167137,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,10,5,15
8,99,7000,1.7018489837646484,1.6013756990432741,1.6034457683563232,1.4861694574356081,70,61.78089130299889,racer,0.767802357673645,sports_car,0.06599519401788713,grille,0.02426020056009293,car_wheel,0.020262038335204124,cab,0.018611816689372063,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,10,5,15
9,119,8400,1.7451666593551636,1.6314949989318848,1.6352980136871338,1.5487356185913086,70,56.57531167514041,racer,0.7958167195320129,sports_car,0.050683360546827316,grille,0.019425200298428532,passenger_car,0.018767310306429863,car_wheel,0.015264985151588915,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,10,5,15
10,714,50050,1.2963868379592896,1.2839463949203491,1.2834875583648682,1.276402235031128,70,5.13897107586808,parking_meter,0.3993406891822815,cab,0.10296312719583513,grille,0.09796512126922607,minivan,0.040466170758008964,car_mirror,0.01650225557386875,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,1,5,15
11,714,50050,1.3432681560516355,1.3305501937866209,1.3306373357772827,1.3186497688293457,70,4.5200155551110015,racer,0.4542100727558136,sports_car,0.11097513884305954,cab,0.07688441872596741,grille,0.06495248526334763,car_wheel,0.037560828030109406,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,1,5,15
12,714,50050,1.3273611068725586,1.316925287246704,1.3168370723724363,1.307934045791626,70,5.316820529411158,parking_meter,0.4336688220500946,cab,0.10625793784856796,grille,0.10203350335359572,minivan,0.04206881672143936,sports_car,0.015849797055125237,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,1,5,15
13,714,50050,1.116310715675354,1.109859824180603,1.109785079956055,1.103608012199402,70,5.103218157873629,car_wheel,0.20538988709449768,sports_car,0.08908598124980928,grille,0.08852946758270264,beach_wagon,0.08252538740634917,minivan,0.06825936585664749,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,1,5,15
14,714,50050,1.0954591035842896,1.0914025306701658,1.0914273262023926,1.0859469175338743,70,5.962805945117543,car_wheel,0.19024524092674253,sports_car,0.0947796031832695,grille,0.09379919618368147,beach_wagon,0.09177562594413756,minivan,0.08783140033483505,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,1,5,15
15,714,50050,1.0313071012496948,1.0271031856536863,1.0272115468978882,1.0233892202377322,70,4.325901127717734,passenger_car,0.1223299354314804,sports_car,0.0910002663731575,cab,0.09059959650039673,grille,0.09011871367692947,minivan,0.08995290845632553,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,1,5,15
16,714,50050,1.1088404655456543,1.103953838348389,1.1039493083953855,1.0974799394607544,70,5.5534219240245255,passenger_car,0.19480226933956146,grille,0.08599534630775453,minivan,0.08524820953607559,cab,0.0845312550663948,sports_car,0.08289516717195511,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,1,5,15
17,382,26810,1.702027440071106,1.6867542266845703,1.6877262592315674,1.6646037101745603,70,6.839884841326122,car_mirror,0.7255872488021851,minivan,0.02358226291835308,grille,0.023347834125161167,cab,0.02291054092347622,sports_car,0.011047941632568836,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,1,5,15
18,714,50050,1.0477222204208374,1.0427749156951904,1.0427249670028689,1.036851167678833,70,4.633807130915572,passenger_car,0.1373680979013443,cab,0.08964207768440248,minivan,0.08939862996339798,sports_car,0.08684038370847702,grille,0.0864008218050003,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,1,5,15
19,714,50050,1.1045732498168943,1.1000956296920776,1.0999362468719482,1.0949612855911257,70,5.372014090445588,passenger_car,0.18523067235946652,cab,0.08067639917135239,minivan,0.079851895570755,grille,0.078785739839077,sports_car,0.07681094855070114,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,1,5,15
20,148,10430,1.7027270793914795,1.6585090160369873,1.6589007377624512,1.606555461883545,70,32.54214641486235,racer,0.7660277485847473,sports_car,0.06330625712871553,passenger_car,0.02290981262922287,cab,0.021359812468290332,car_wheel,0.016421379521489143,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,5,5,15
21,102,7210,1.7014780044555664,1.6400302648544312,1.6398310661315918,1.5722455978393557,70,29.61304238045375,car_mirror,0.7338514924049377,minivan,0.0323091633617878,cab,0.021666329354047772,grille,0.01715628057718277,parking_meter,0.0041713682003319255,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,5,5,15
22,392,27510,1.7030460834503174,1.6751188039779663,1.6766459941864014,1.6375689506530762,70,30.41230086390373,passenger_car,0.7303399443626404,racer,0.07723444700241089,minivan,0.027293385937809944,minibus,0.02171210385859013,sports_car,0.020362406969070438,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,5,5,15
23,357,25060,1.7038354873657229,1.6658436059951782,1.6649847030639648,1.6321668624877932,70,34.90881265292554,passenger_car,0.7307890057563782,racer,0.06051212549209595,minivan,0.026950644329190254,cab,0.02316540665924549,minibus,0.02260710299015045,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,5,5,15
24,115,8120,1.7008132934570312,1.6404653787612915,1.641129732131958,1.5800031423568726,70,31.566231325512515,racer,0.7550833821296692,sports_car,0.05424954742193222,grille,0.021272750571370125,cab,0.021083394065499302,car_wheel,0.019722169265151024,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,5,5,15
25,264,18550,1.71441388130188,1.6701513528823853,1.6680344343185425,1.6319682598114014,70,35.585264388869355,car_wheel,0.7463942766189575,grille,0.03198346495628357,sports_car,0.029522055760025975,beach_wagon,0.02826435305178165,racer,0.013607154600322248,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,5,5,15
26,273,19180,1.7018561363220217,1.656869888305664,1.6555222272872925,1.6077194213867188,70,31.201760928780924,car_wheel,0.7405005097389221,sports_car,0.038683231920003884,racer,0.03033286333084106,beach_wagon,0.030227532610297207,grille,0.026795247569680214,OnePointCrossover,TournamentSelection,4,Projection,UniformIntegerMutation,0.05,5,5,15
