,Average fitness,Best fitness,Fitness function uses,Generation,Median fitness,Population size,Predicted class 1,Predicted class 2,Predicted class 3,Predicted class 4,Predicted class 5,Probability 1,Probability 2,Probability 3,Probability 4,Probability 5,Std Population,Worst Fitness,bounded_mutation_function,classes_to_avoid,crossover_function,max_change,mutation_function,mutation_rate,mutation_variance,selection_function,tournament_size
0,1.6777590513229368,1.7251121997833252,27510,392,1.6781772375106812,70,0.7293187975883484,0.05923878774046897,0.05003159493207932,0.012642448768019676,0.004212176892906427,tiger_cat,tabby,Egyptian_cat,lynx,red_fox,38.98516727163221,1.6411075592041016,UniformIntegerMutation,5,OnePointCrossover,15,Projection,0.05,5,TournamentSelection,4
1,1.6624269485473633,1.7032197713851929,32060,457,1.6590564250946045,70,tiger_cat,Egyptian_cat,tabby,lynx,grey_fox,0.7103305459022522,0.0553249754011631,0.044580213725566864,0.014225516468286513,0.0071508320979774,38.637519895157496,1.5990344285964966,UniformIntegerMutation,5,OnePointCrossover,15,Projection,0.05,5,TournamentSelection,4
2,1.6563602685928345,1.7020061016082764,29330,418,1.6538133621215818,70,0.7102628946304321,0.0364319309592247,0.03293338045477867,0.02044859528541565,0.008253281936049461,tiger_cat,tabby,Egyptian_cat,lynx,red_fox,35.45535884835087,1.6081801652908323,UniformIntegerMutation,5,OnePointCrossover,15,Projection,0.05,5,TournamentSelection,4
3,1.6622480154037476,1.7031049728393557,32620,465,1.6637698411941528,70,tiger_cat,Egyptian_cat,tabby,lynx,red_fox,0.7098783254623413,0.03911234438419342,0.03413279727101326,0.01925897784531116,0.006795368157327175,40.41417911045765,1.628204584121704,UniformIntegerMutation,5,OnePointCrossover,15,Projection,0.05,5,TournamentSelection,4
4,1.6619298458099363,1.705984592437744,24920,355,1.6610152721405032,70,tiger_cat,tabby,Egyptian_cat,lynx,red_fox,0.7136399745941162,0.0419045053422451,0.03630312904715538,0.02468058280646801,0.007652522996068002,36.137204522637894,1.6142590045928955,UniformIntegerMutation,5,OnePointCrossover,15,Projection,0.05,5,TournamentSelection,4
5,1.6708571910858154,1.705821514129639,29820,425,1.671337366104126,70,tiger_cat,tabby,Egyptian_cat,lynx,red_fox,0.7122363448143005,0.05158621072769165,0.035227112472057336,0.01662428863346577,0.006400146055966616,33.167024943833376,1.6341670751571655,UniformIntegerMutation,5,OnePointCrossover,15,Projection,0.05,5,TournamentSelection,4
6,1.6544071435928345,1.7046573162078855,28630,408,1.655255913734436,70,tiger_cat,tabby,Egyptian_cat,lynx,grey_fox,0.7098625302314758,0.039738092571496964,0.035883761942386634,0.022147543728351596,0.005194609053432941,37.374852058244144,1.6046500205993652,UniformIntegerMutation,5,OnePointCrossover,15,Projection,0.05,5,TournamentSelection,4
7,1.6631203889846802,1.704275608062744,32830,468,1.660939335823059,70,tiger_cat,tabby,Egyptian_cat,lynx,red_fox,0.7092056870460509,0.053741510957479484,0.04310980439186096,0.01853933371603489,0.004889648873358965,35.65285074795572,1.6193742752075195,UniformIntegerMutation,5,OnePointCrossover,15,Projection,0.05,5,TournamentSelection,4
8,1.655670404434204,1.7031831741333008,37590,536,1.6538432836532593,70,0.7098138928413391,0.043462898582220084,0.026896465569734573,0.018315786495804787,0.006642600055783987,tiger_cat,tabby,Egyptian_cat,lynx,red_fox,36.43842927475897,1.6257266998291016,UniformIntegerMutation,5,OnePointCrossover,15,Projection,0.05,5,TournamentSelection,4
9,1.6541239023208618,1.7018715143203735,28770,410,1.655677080154419,70,tiger_cat,tabby,Egyptian_cat,lynx,car_mirror,0.7054440975189209,0.04137875139713288,0.033828668296337135,0.020232148468494412,0.005463781766593456,38.113650755543425,1.6129605770111084,UniformIntegerMutation,5,OnePointCrossover,15,Projection,0.05,5,TournamentSelection,4
10,1.6445158720016482,1.700873851776123,26880,383,1.646446943283081,70,tiger_cat,Egyptian_cat,tabby,lynx,red_fox,0.7068522572517395,0.06893016397953032,0.042031489312648766,0.02023240923881531,0.005996806547045708,36.799557083410775,1.6007813215255735,UniformIntegerMutation,5,OnePointCrossover,15,Reflection,0.05,5,TournamentSelection,4
11,1.6627130508422852,1.7062501907348633,36190,516,1.663036823272705,70,tiger_cat,tabby,Egyptian_cat,lynx,red_fox,0.7122411727905273,0.05549092963337898,0.025890477001667026,0.017808431759476658,0.005989972501993179,32.938985591622206,1.6187889575958252,UniformIntegerMutation,5,OnePointCrossover,15,Reflection,0.05,5,TournamentSelection,4
12,1.6608738899230957,1.70756995677948,34790,496,1.660332441329956,70,0.7138946652412415,0.04542126879096031,0.044861238449811935,0.017680194228887558,0.006324496120214461,tiger_cat,Egyptian_cat,tabby,lynx,red_fox,33.6029355381504,1.6273473501205444,UniformIntegerMutation,5,OnePointCrossover,15,Reflection,0.05,5,TournamentSelection,4
13,1.659176468849182,1.700511455535889,29960,427,1.6595362424850464,70,0.7091839909553528,0.03182772174477577,0.030282633379101757,0.026155885308980945,0.008662775158882141,tiger_cat,tabby,Egyptian_cat,lynx,grey_fox,38.2312146513567,1.6191091537475586,UniformIntegerMutation,5,OnePointCrossover,15,Reflection,0.05,5,TournamentSelection,4
14,1.6686457395553589,1.711383819580078,26950,384,1.6692293882369995,70,tiger_cat,Egyptian_cat,tabby,lynx,grey_fox,0.7179727554321289,0.04155777394771576,0.0408528707921505,0.02356925420463085,0.00662339897826314,36.01042619054435,1.622046947479248,UniformIntegerMutation,5,OnePointCrossover,15,Reflection,0.05,5,TournamentSelection,4
