,Average fitness,Best fitness,Fitness function uses,Generation,Median fitness,Population size,Predicted class 1,Predicted class 2,Predicted class 3,Predicted class 4,Predicted class 5,Probability 1,Probability 2,Probability 3,Probability 4,Probability 5,Std Population,Worst Fitness,bounded_mutation_function,classes_to_avoid,crossover_function,max_change,mutation_function,mutation_rate,mutation_variance,selection_function,tournament_size
0,1.6365902423858645,1.7100439071655271,7840,111,1.6388367414474487,70,0.7392122149467468,0.09675781428813934,0.03255714476108551,0.029166519641876217,0.026687564328312874,washbasin,bathtub,tub,tabby,tiger_cat,33.184958584887426,1.5780377388000488,UniformIntegerMutation,5,OnePointCrossover,15,Projection,0.05,5,TournamentSelection,4
1,1.6533973217010498,1.7073981761932373,8470,120,1.6538105010986328,70,0.7341302037239075,0.11545365303754808,0.03582687675952912,0.0267377570271492,0.026138613000512127,washbasin,bathtub,tub,tiger_cat,tabby,40.99884015112554,1.5924270153045654,UniformIntegerMutation,5,OnePointCrossover,15,Projection,0.05,5,TournamentSelection,4
2,1.6505138874053955,1.7081770896911619,8120,115,1.6500976085662842,70,washbasin,bathtub,tub,tabby,tiger_cat,0.7416839003562927,0.1100040152668953,0.03472299128770828,0.033498287200927734,0.018363557755947117,33.27162604082831,1.5971348285675049,UniformIntegerMutation,5,OnePointCrossover,15,Projection,0.05,5,TournamentSelection,4
3,1.6380709409713743,1.7027113437652588,10500,149,1.6385695934295654,70,washbasin,bathtub,tabby,tub,tiger_cat,0.7341367602348328,0.09624674171209337,0.03141337260603905,0.02762948535382748,0.019782450050115585,34.72575551443027,1.562045335769653,UniformIntegerMutation,5,OnePointCrossover,15,Projection,0.05,5,TournamentSelection,4
4,1.6271302700042725,1.7033324241638184,7910,112,1.6283121109008791,70,0.7316468954086304,0.10772306472063063,0.037843842059373856,0.028350204229354862,0.019849510863423347,washbasin,bathtub,tub,tabby,tiger_cat,34.72341086037686,1.5360636711120603,UniformIntegerMutation,5,OnePointCrossover,15,Projection,0.05,5,TournamentSelection,4
5,1.6409803628921509,1.7033915519714355,6580,93,1.6420557498931885,70,0.7387877106666565,0.10708028823137283,0.03536705672740936,0.032391123473644264,0.02633806504309177,washbasin,bathtub,tabby,tiger_cat,tub,36.96001105697216,1.551411271095276,UniformIntegerMutation,5,OnePointCrossover,15,Projection,0.05,5,TournamentSelection,4
6,1.6178941726684568,1.7034151554107666,7840,111,1.6200003623962402,70,washbasin,bathtub,tiger_cat,tabby,tub,0.7336837649345398,0.08681246638298035,0.030291961506009105,0.02716953307390213,0.026244450360536572,39.883174116214036,1.5483694076538086,UniformIntegerMutation,5,OnePointCrossover,15,Projection,0.05,5,TournamentSelection,4
7,1.619518756866455,1.7029438018798828,7910,112,1.6224243640899658,70,0.7229736447334291,0.14100952446460724,0.039249256253242486,0.02001337893307209,0.01749192364513874,washbasin,bathtub,tub,tabby,tiger_cat,35.40978060708666,1.5392825603485107,UniformIntegerMutation,5,OnePointCrossover,15,Projection,0.05,5,TournamentSelection,4
8,1.6421663761138916,1.7022570371627808,5390,76,1.639758825302124,70,0.7384796738624573,0.08611585944890976,0.03622047975659369,0.027188144624233246,0.021009057760238647,washbasin,bathtub,tabby,tiger_cat,tub,36.08226945767136,1.5712016820907593,UniformIntegerMutation,5,OnePointCrossover,15,Projection,0.05,5,TournamentSelection,4
9,1.6198744773864746,1.7021591663360596,7490,106,1.6146681308746338,70,washbasin,bathtub,tabby,tub,tiger_cat,0.7345966696739197,0.1114022433757782,0.032511405646800995,0.0318274088203907,0.016870236024260517,33.602758993349646,1.5582647323608398,UniformIntegerMutation,5,OnePointCrossover,15,Projection,0.05,5,TournamentSelection,4
